timestamp,title,excerpt
9 February 2021,False death figures go viral,"An Instagram post claims the Covid-19 death toll up to week 47 of 2020 is 30,000 lower than it actually is. Read more…"
5 February 2021,Some people have died after Covid-19 vaccination—not because of it,"When a death is reported on the US VAERS system, it does not mean it was caused by the Covid vaccine Read more…"
5 February 2021,Ipsos MORI isn’t trying to kill you with Covid tests,A viral video on social media warns people against taking part in Ipsos MORI Covid testing studies. Read more…
5 February 2021,People giving Covid-19 vaccines won’t be tried as war criminals,"A video claims the roll-out is part of an experiment where the subjects haven’t consented, which is wrong. Read more…"
4 February 2021,No evidence that nanoparticles in Covid-19 vaccines affect fertility,Nanoparticles are the general term for very small particles. Read more…
4 February 2021,ONS death figures not averaged correctly,Deaths in December 2020 appeared far lower than the previous five-year average. That was because the ‘five-year average’ had not been averaged. Read more…
3 February 2021,Penicillin allergies don’t rule out Pfizer vaccine,A post on social media claims that a penicillin allergy can cause a bad reaction to the Pfizer Covid vaccine. Read more…
3 February 2021,Keir Starmer did want the UK to remain in the European Medicines Agency,"He expressed this opinion on at least two occasions, in 2017. Read more…"
2 February 2021,There’s no proof steam inhalation cures Covid-19,An Italian study saying it could be effective only had 10 participants. Read more…
2 February 2021,"Pfizer vaccine effective, though not as effective as newspapers suggest","Just 0.04% of Israelis who received the Covid-19 vaccination later caught the disease, but this doesn’t mean the vaccine is 99.96% effective. Read more…"
29 January 2021,53 people have not died in Gibraltar because of the Covid-19 vaccine,The territory has had 70 Covid-19 deaths overall and 6 have died since getting the vaccine. Read more…
29 January 2021,Warnings over NHS coronavirus vaccine scam email,The scam attempts to take financial information from members of the public. Read more…
29 January 2021,Adolescents have been recruited for Covid-19 vaccine trials in the US,"2,000 children aged between 12 and 15 have been recruited onto the trial, with parental consent. Read more…"
27 January 2021,Flu deaths aren’t being miscategorised as Covid-19 deaths,"There are good reasons why the flu season is genuinely mild this year, including record vaccination rates and improved hygiene. Read more…"
26 January 2021,Viral influencer video full of false Covid-19 claims,A widely shared video on social media makes a number of incorrect and misleading statements about the pandemic. Read more…
26 January 2021,Report of 8% vaccine efficacy for elderly is unreliable,A report in German newspaper Handelsblatt claimed that the AstraZeneca vaccine was only 8% effective among over 65s. Read more…
22 January 2021,Several coronavirus claims made by MP in newspaper are inaccurate,David Warburton MP made a number of claims about Covid-19 statistics in an article for the Somerset County Gazette. Read more…
22 January 2021,There isn’t pork in Covid-19 vaccines,There is also no reason to believe the vaccine will impact male fertility as claimed. It may actually help protect it. Read more…
22 January 2021,Death rate back to early 2000s levels,"The death rate fell considerably over the past two decades, as life expectancy improved. 2020 saw these improvements reversed. Read more…"
21 January 2021,Video falsely claims PCR tests insert ‘nanoparticles’ into brain,The video on social media is wrong to suggest it is dangerous to be tested for Covid-19. Read more…
20 January 2021,"73,444 deaths registered in 2020 in England and Wales had Covid-19 as the underlying cause","In 2020, 73,444 deaths were registered in England and Wales with Covid-19 as the underlying cause. Read more…"
19 January 2021,A kiwi fruit did not test “positive” for Covid,"If we stick to using rapid tests on humans, they very rarely give false positives. Read more…"
18 January 2021,What you need to know about the claims 23 people died after getting the Covid-19 vaccine in Norway,Norwegian officials suspect common side effects like nausea may have contributed to the deaths in very frail patients. Read more…
15 January 2021,We don’t know whether teachers are more likely to catch Covid,Claims that infections among teachers are up to 333% above the average use incomparable datasets Read more…
13 January 2021,Do you need to carry proof if you’re exempt from wearing a mask?,The government says you don’t need to carry proof by law but the police union says you might need to show it to avoid a fine. Read more…
12 January 2021,You don’t need your NHS number to get a Covid-19 vaccine,A widely shared post on social media claims people who don’t know their NHS number are causing a ‘bottleneck’. Read more…
11 January 2021,There are excess deaths in England and these PHE reports don’t prove otherwise,"Reporting lags over Christmas distorted Public Health England’s estimates, which have since been updated. Read more…"
11 January 2021,The laws introducing a third English lockdown do not make the Covid-19 vaccine mandatory,"Parliament did vote on new regulations on Wednesday, but these new rules didn’t make vaccines mandatory. Read more…"
8 January 2021,Flawed comparisons between test and trace systems go viral,Claims suggesting the system in England costs vastly more than those in Wales and Ireland uses incomparable figures. Read more…
8 January 2021,More people are dying than usual at the moment,"Dr John Lee claimed on talkRADIO that the number of deaths is below the long-term average, but this isn’t true. Read more…"
7 January 2021,A satirical caption in a South African newspaper under a picture of a British woman getting the vaccine has caused confusion,The photo of a woman getting a Covid-19 vaccine has been used as evidence that the media is lying to people. Read more…
5 January 2021,Millions—not thousands—caught Covid last year,Doctors only report a small fraction of Covid infections through the NOIDs system. Read more…
23 December 2020,The government has awarded a contract to develop technology that proves you’ve recently had a negative Covid-19 test,This doesn’t mean that vaccination passports are planned. Read more…
23 December 2020,"2020, the year QAnon aligned with the UK’s fears","Conspiracies that have come to define QAnon in 2020, such as distrust of authority and vaccine scepticism, have always been a big part of UK conspiracy culture. Read more…"
22 December 2020,The needles in some syringes are supposed to ‘disappear’,Some syringes have a spring which retracts the needle once the dose is administered. Read more…
22 December 2020,"Some on the Pfizer vaccine trials did get Bell’s palsy, but not more than we’d expect by chance","Four volunteers developed Bell’s palsy after getting a Covid-19 vaccine, but this doesn’t mean they are linked. Read more…"
22 December 2020,There’s no evidence the Pfizer vaccine interferes with the placenta,One expert said the possibility was ‘vanishingly small’. Read more…
21 December 2020,PPE: What actually happened during the first wave?,FOI data from NHS trusts reveals the central supply chain used data that didn’t always show the picture on the ground when sending out PPE stock. Read more…
17 December 2020,"A post about coronavirus vaccines gets facts about their safety, ingredients, and legality wrong",Many of the claims in this post are common myths about the vaccine. Read more…
15 December 2020,Why are people not self-isolating?,"Sir Keir Starmer and other Labour MPs claim that people are breaking the rules because they cannot afford to follow them, but this is not what the evidence says Read more…"
11 December 2020,Cambridge Covid-19 test results don’t mean PCR tests are inaccurate,A higher ratio of false positives to true positives are expected when viral prevalence in the community drops. Read more…
10 December 2020,False claims about first vaccine recipients spread on social media,Posts claim that CNN used a picture of one of the first vaccine recipients back in October. They did not. Read more…
10 December 2020,Claims about the Pfizer Covid-19 vaccine ingredients lack evidence,"Claims about PEG, non-neutralizing antibodies, fertility and late effects have been made about the first Covid-19 vaccine approved in the UK. Read more…"
8 December 2020,No evidence Pfizer Covid-19 vaccine affects women’s fertility,"The vaccine causes an immune response to a spike protein, but this almost certainly won’t make the body attack the placenta. Read more…"
7 December 2020,The new vaccination card is not a ‘Covid passport’,"It is a vaccine record card with appointment details, but no secure identifying information Read more…"
4 December 2020,Vaccine approval isn’t quicker because of Brexit,The MHRA could have given the Pfizer vaccine the same emergency approval when the UK was in the EU. Read more…
3 December 2020,Telegraph wrong on Whitty and Vallance statements,Allison Pearson claimed Chris Whitty and Patrick Vallance cherry-picked rising hospital bed occupancy figures in the coronavirus briefing last week. They didn’t. Read more…
2 December 2020,Mersey Care has only had five Covid-19 deaths because it is not an acute trust,This is the second time we’ve seen FOI requests on Covid-19 deaths sent to trusts who are unlikely to deal with seriously ill coronavirus patients. Read more…
2 December 2020,"Covid-19 is an infectious disease, and a video claiming it isn’t is wrong",The woman in this video is wrong to blame radiation—and wrong about other things as well Read more…
30 November 2020,The Pfizer Covid-19 candidate vaccine is not too cold to be called a vaccine,The Ebola vaccine had to be stored at temperatures this low too. Read more…
30 November 2020,RNA Covid-19 vaccines will not change your DNA,Several candidate vaccines use this technology. Read more…
30 November 2020,This is a real letter from an NHS trust that dealt with no Covid-19 deaths,"The trust provides community, mental health, and disability services. Read more…"
26 November 2020,There are no foetal cells in the AstraZeneca Covid-19 vaccine,Cells derived from human foetal cells used in production don’t make it to the final product. Read more…
25 November 2020,GPs and other frontline medical workers will be among the first to receive a Covid-19 vaccine,The government has published plans on who will be vaccinated first. Read more…
24 November 2020,Danish study on mask efficacy only tells us half the story,A Spectator article suggests a new study which found mask-wearing didn’t lower Covid-19 infection rates is proof masks don’t work. But the study didn’t look at whether masks help others. Read more…
24 November 2020,Research suggesting increased Covid-19 risk for dog-owners may be barking up the wrong tree,The research claims dog walkers have a higher risk of catching Covid-19 but it has a number of methodological flaws. Read more…
23 November 2020,The Daily Mail’s chart of Covid-19 death figures doesn’t use the real numbers,"The chart of weekly deaths claimed to show that deaths were barely higher than previous years, but the figures are wrong. Read more…"
23 November 2020,This picture of a vaccine vial from March 2020 is real,The Oxford vaccine has been in development since January 2020. Read more…
23 November 2020,"The government plans to monitor potential adverse reactions to a Covid-19 vaccine, but that doesn’t mean it won’t be safe",The government needs a system for logging any medical problems that people encounter at the same time as the vaccine. Read more…
20 November 2020,The number of deaths from flu and pneumonia is about what you would expect this year,"Although there are fewer of these deaths than usual, the fall is neither unexpected, nor extreme Read more…"
20 November 2020,It’s too early to say how many suicides have happened during the pandemic,A post on social media claims without evidence that suicide deaths have been higher than coronavirus deaths in the last two months. Read more…
20 November 2020,Baseless claims about vaccine safety go viral on Facebook,The post claims that the Covid-19 death rate is much lower than the estimated 0.5%-1% and makes baseless claims that a vaccine would kill more people than the virus. Read more…
20 November 2020,It’s misleading to compare the effectiveness of Covid-19 vaccines and the death rate,Vaccines don’t just prevent death. Read more…
18 November 2020,The number of people dying right now is not the same as in any other year,It was also claimed on talkRADIO that deaths from other respiratory diseases have simply been “replaced“ with Covid-19. Read more…
18 November 2020,The infection fatality rate for Covid-19 is higher than 0.1%,Toby Young missed that a study he was citing had already calculated an IFR for Covid. Read more…
17 November 2020,The figure for a dose of a potential Covid-19 vaccine covers the cost of delivering the treatment,GP practices are private companies that receive funding from a range of places. Read more…
16 November 2020,Ticketmaster won’t demand proof of a Covid-19 vaccine for concert entry,The company said decisions about entry requirements for events will be up to individual organisers Read more…
13 November 2020,"No, contact tracing doesn’t cost £10,000 per contact","The claim made by Independent SAGE is based on the £12 billion cost of the test and trace programme, which is mostly testing not tracing. Read more…"
13 November 2020,The Covid-19 recovery rate is not 99.9%,Posts on social media have overestimated the Covid recovery rate. Read more…
12 November 2020,There’s no evidence that mercury-based chemicals in a Covid-19 vaccine would cause harm,Thiomersal is no longer found in most standard vaccines and even if it was used in a Covid-19 vaccine there is no evidence it causes harm. Read more…
12 November 2020,How accurate are the new rapid lateral flow tests?,New trial results show rapid lateral flow tests return very few false positives but a considerable number of false negatives. Read more…
11 November 2020,New data doesn’t definitively show zero increase in suicides across England,Early figures from a few areas of England on suicides since the pandemic began may not represent the whole country. Read more…
11 November 2020,No evidence aluminium in vaccines causes Alzheimer's disease,Small amounts of aluminium have been used in vaccines for almost 100 years. Read more…
11 November 2020,The government is not proposing to make a Covid-19 vaccine mandatory,Evidence submitted to the human rights committee by four academics has been misunderstood. Read more…
11 November 2020,The Covid-19 virus has been isolated many times,"Claims that the Covid-19 virus has not been isolated, and therefore tests for it do not work, are unfounded. Read more…"
10 November 2020,Viral letter on Covid-19 testing in Liverpool school was real but has been withdrawn,The letter was sent without input from the council. A new letter issued to parents asks for consent to test children. Read more…
10 November 2020,Group swab Covid-19 tests do not return positives to people without the virus,Sample pooling is a method being trialled to save time and resources when Covid-19 prevalence is low. Read more…
9 November 2020,Labour MP contact tracing claim at PMQs out by factor of ten,"Ruth Jones claimed the contact tracing system in England costs £1,700 per person. This was based on a calculation which was out by a factor of ten. Read more…"
5 November 2020,What does the new lockdown mean for childcare in England?,Our readers have asked us how the new lockdown rules affect childcare. Read more…
5 November 2020,Fact-checking claims on coronavirus transmission in schools,Our readers have asked us to look into claims made by the NEU and Skwawkbox about Covid-19 transmission in schools. Read more…
4 November 2020,A Covid-19 vaccine is not being administered via Covid-19 nasal swab tests,"Despite the fact that some other animal vaccines are administered via the nose, the Covid-19 swab test is not a Covid-19 vaccine. Read more…"
29 October 2020,A comparison of daily deaths from Covid-19 and non-Covid causes is incorrect,"The Covid-19 figures are incorrect based on when the claim was made, and we don’t have recent figures for the non-Covid deaths. Read more…"
29 October 2020,"No, we are not on track for a normal number of deaths this year",A post on Facebook compares the death toll this year in England in Wales with the UK death toll in previous years to incorrectly suggest we are on course for a normal yearly death toll. Read more…
28 October 2020,The WHO has not decided attending school implies consent for vaccines,In the UK you can’t be forced to have a vaccine. Read more…
28 October 2020,The number of doctors working for the NHS in England has increased in the past year,"Even when excluding final year students fast tracked into hospital roles due to the pandemic, the number of doctors has risen. Read more…"
27 October 2020,This figure for flu deaths is wrong,"A viral Facebook post claims that the flu killed 64,000 people in 2018. This is incorrect. 64,000 people died in January 2018 in England and Wales of all causes. Read more…"
27 October 2020,The asteroid which might enter Earth’s atmosphere on 2 November will not “hit” Earth,NASA says it is so small it would burn up in the atmosphere. Read more…
27 October 2020,A video claiming to be from 1956 did not predict Covid-19,The video is modern and was made after the pandemic began. Read more…
26 October 2020,Matt Hancock got the evidence about long Covid wrong,"Younger people and those with milder illness seem less likely to be affected, according to data from the Covid Symptom Study app Read more…"
26 October 2020,Facebook post about falling flu and pneumonia deaths is wrong,The widely shared Facebook post contains a number of inaccuracies about mortality rates. Read more…
26 October 2020,"PTFE in masks does not pose a health risk, unless you get it very hot","PTFE heated to high temperatures can cause sickness, but this is rare, and unlikely to be caused by normal mask-wearing. Read more…"
23 October 2020,The inventor of PCR never said it wasn’t designed to detect infectious diseases,"Rumours about the inventor of the process of PCR, which is used to test whether someone currently has Covid-19, have been spreading on social media. Read more…"
22 October 2020,Dominic Raab did not say Covid-19 tests have a 93% false positive rate,Mr Raab was referring to a PHE report on testing at airports and seems to have misspoken when he mentioned false positives. Read more…
22 October 2020,This post telling healthy people to stop getting tested is full of inaccuracies,The post cites inaccurate claims about how testing and virus levels are measured. Read more…
22 October 2020,This video makes a number of inaccurate claims about the Covid-19 pandemic,"We have seen similar claims before about Pirbright, Serco, and the Test and Trace system. Read more…"
21 October 2020,Labour’s tweet about Serco is missing some important context,"Public and private contact tracers do different kinds of work, so it is difficult to compare their performance. Read more…"
21 October 2020,"Non-Covid deaths in private homes are up, but have decreased elsewhere","Metro claimed the non-Covid death toll is soaring. This refers just to deaths in private homes, not all deaths. Read more…"
21 October 2020,Some Covid-positive students are being recorded at their home addresses,The government confirms students who do not register with a new GP at university are recorded as testing positive at their home address. Read more…
19 October 2020,London Mayor candidate wrong to claim Covid-19 pandemic is no worse than a flu season,"The number of deaths from Covid-19 far exceeds the number of deaths from flu in a given season, despite the much stricter controls in place. Read more…"
16 October 2020,Contact tracing has not stopped in schools,"Single Covid-19 cases in educational settings are being traced centrally, instead of by local teams Read more…"
13 October 2020,Andy Burnham was wrong about furlough on Question Time,The Mayor of Greater Manchester suggested that staff in closed pubs and bars in Bolton had no access to support. Read more…
13 October 2020,"Flu and Covid-19 statistics are being published in one report, but not added together",They will both now appear in the same weekly document. Read more…
12 October 2020,Flu and Covid-19 statistics are not being added together,It’s just that they are both now published in the same weekly document. Read more…
12 October 2020,It's not true that data on causes of death isn't published,Acclaimed author Frederick Forsyth claimed incorrectly that the ONS doesn’t show where Covid-19 ranks among all causes of death. Read more…
9 October 2020,This comparison of the cost of the Irish and UK contact tracing systems is misleading,"The Irish system will cost €700 million for the first year, not £773,000 which is just the cost of developing the app. Read more…"
7 October 2020,What do lockdown restrictions mean for relationships around the UK?,Readers have asked Full Fact to explain how lockdown rules impact their relationships. Read more…
6 October 2020,How the government performed on its autumn testing targets,One target was met before it was announced. The data has not been published that would let us check the other. Read more…
5 October 2020,Boris Johnson makes an error about quarantine payments,"It is £500 for the whole period of self-isolation, not £500 per week. Read more…"
2 October 2020,Ordinary colds and flu aren’t the reason for rising Covid-19 cases,We are not mistaking normal autumn illness for a “second wave” Read more…
2 October 2020,Challenging someone for not wearing a face mask isn’t against the Equality Act,It has been claimed on social media that challenging someone who is not wearing a face covering could result in a fine. Read more…
1 October 2020,A Covid-19 diagnostic test won’t pick up other coronaviruses,Antibody tests which detect whether someone had Covid-19 in the past may pick up antibodies to other coronaviruses. Read more…
30 September 2020,Serco didn’t build and does not run the NHS Test and Trace app,Serco has been contracted during the pandemic to assist with facilities management and contact tracing call centres. Read more…
29 September 2020,It’s wrong to say that only 3% of Covid-19 cases are caused by restaurants and pubs,This is a misreading of data on the number of outbreaks or clusters identified by Public Health England. Read more…
28 September 2020,Covid-19 has killed more people than obesity in the UK this year,An Instagram post compares recent Covid-19 and obesity mortality rates which are not representative of the wider picture. Read more…
25 September 2020,How quickly is the outbreak growing?,"Government scientists warned that new cases could double every week, which some people say is not realistic. Read more…"
25 September 2020,People did die of Covid-19 in Ireland in August,"A viral post compares the number of deaths from cancer, suicide, alcohol and Covid-19 in Ireland, but it gets a lot wrong. Read more…"
24 September 2020,How does a Covid-19 test work?,The common cold will not produce a positive result on a Covid-19 diagnostic test. Read more…
24 September 2020,The government is not planning to roll out an untested Covid-19 vaccine,A government consultation about unlicensed vaccines has been misunderstood online. Read more…
24 September 2020,Almost all of these claims about viruses are wrong,Posts claiming that viruses are just dead material and the body contains many viruses don’t disprove the fact that Covid-19 can be very harmful. Read more…
24 September 2020,There’s no evidence for how many people took part in ‘Eat Out To Help Out’ or later died from Covid-19,A Facebook post makes misleading claims about the survival rates of people eating in restaurants without masks. Read more…
24 September 2020,This is what the guidelines are for social distancing in parliament.,The guidance includes a maximum number of people in the chamber and remote voting. Read more…
24 September 2020,Photos of ministers together weren’t taken at a ‘Cobra’ meeting,Ministers attending a Cabinet meeting appear to be adhering to workplace Covid guidance. Read more…
22 September 2020,Unlicensed vaccines are not untested,"Social media posts claim the government is trying to quietly change the rules on unlicensed vaccines, but they’ve missed the point. Read more…"
21 September 2020,Punishment for breaking social distancing and possessing indecent images of children can vary,Fines for breaking ‘rule of six’ start at £50 if paid on time. Read more…
18 September 2020,Lots of people are getting confused over testing figures,Many people in media and politics are mistakenly comparing two different things. Read more…
18 September 2020,Angela Rayner’s testing numbers are not quite right,"The numbers she used in PMQs measure different things, and cannot be compared. Read more…"
17 September 2020,Data on how far people travel to get a Covid-19 test isn’t all that useful,There are some issues with the data released by the government. Read more…
17 September 2020,There’s no connection between new biometrics legislation and Covid-19 tests,This legislation is to do with biometric data that is of interest to national security Read more…
16 September 2020,What do social distancing laws say about ‘mingling’?,Updates to the coronavirus law and guidance place restrictions on certain gatherings. Read more…
16 September 2020,This viral post understates the risk of Covid-19 infection,"It claims the risk of catching Covid-19 is 44 million to one. This is a misreading of the fact that daily infections were 44 per million in England, and have since risen. Read more…"
14 September 2020,People deciding not to get tested will not make it look as though coronavirus has been wiped out,Covid-19’s prevalence in the community is measured by more than the number of positive tests. Read more…
14 September 2020,Covid-19 kills far more than 0.1% of the people who catch it,The real death rate from Covid-19 is probably about five or ten times higher than 0.1% Read more…
11 September 2020,Testing: Where are we?,"With the issue of Covid-19 testing back in the news, we take a look at how the testing programme is currently performing. Read more…"
9 September 2020,Matt Hancock gets test and trace figures wrong again,Incorrect - it is 69.4%. Read more…
8 September 2020,This data does not show tests for coronavirus being ordered pre-2020,Numerous items already used by the medical profession have been reclassified for use with Covid-19 in the wake of the coronavirus pandemic. Read more…
7 September 2020,Advice to clinically extremely vulnerable people varies by local lockdown area,"Shielding for the clinically extremely vulnerable has been paused in the UK. That goes for most local lockdown areas, but not Leicester and Blackburn. Read more…"
4 September 2020,What do we know about a ‘back to work’ campaign?,There has been confusion over whether the government had ever planned to launch a ‘back to work’ media campaign. Read more…
4 September 2020,These figures for non-Covid deaths aren’t accurate,These figures appear greatly exaggerated. Read more…
4 September 2020,"Unlicensed vaccine manufacturers are immune from some, but not all, civil liability",A vaccine manufacturer would still be liable if their unlicensed product was defective. Read more…
4 September 2020,"Reopening universities will almost certainly not cause 50,000 deaths","This assumes that every student in the UK catches Covid-19 this autumn, and that nothing is done to stop it Read more…"
2 September 2020,There’s no evidence the number of people taking their own life fell during the Covid-19 pandemic,Health secretary Matt Hancock was wrong to say figures for England show a decrease in the number of people taking their own life. Read more…
28 August 2020,A graph spreading on Facebook gets it wrong on flu vs Covid deaths,Flu is not the underlying cause of deaths in more people than Covid-19. Read more…
27 August 2020,Claims of pandemic fall in child anxiety may not apply across the whole country,A study which found that students’ anxiety levels were lower during the pandemic than in October 2019 was conducted among year 9 students in the south west of England. Read more…
27 August 2020,What do we know about Covid-19 transmission in schools?,"The evidence is limited as fewer children have attended school during the pandemic, but broadly suggests that while there is some risk, schools aren’t likely to play a large role in transmission. Read more…"
26 August 2020,A retracted paper linking 5G and coronavirus with no evidence is doing the rounds on Facebook,"The paper, which was retracted days after it was published, did not prove any link between 5G and coronaviruses. Read more…"
25 August 2020,Ukrainian soldiers have not died after having an American Covid-19 vaccine,"Six members of the Ukrainian military have died of Covid-19 so far, but that wasn’t anything to do with a vaccine. Read more…"
24 August 2020,Matt Hancock misstates the proportion of Test and Trace contacts being reached,Matt Hancock misspoke saying that 79.7% of close contacts of infected people are being reached by test and trace. Read more…
21 August 2020,Flu isn’t the underlying cause of death for more people than Covid-19,"Figures from the Office for National Statistics are being widely misunderstood. Flu isn’t the underlying cause of death for more people than Covid-19 at the moment, but pneumonia probably is. Read more…"
20 August 2020,Study doesn’t show that children are ‘silent super-spreaders’ of coronavirus,A study into the quantity of Covid-19 carried by some children does not prove they are ‘silent super-spreaders’. Read more…
19 August 2020,You’re allowed to leave England if you’re self-isolating for 14 days following a trip abroad,Provided you travel directly to your point of departure you can travel from England during the 14 day quarantine period. Read more…
19 August 2020,Infrared thermometers do not affect the pineal gland,"These thermometers do not emit infrared radiation, they measure it. Read more…"
18 August 2020,Viral Facebook post on cost of “binned” test and trace app is wrong,"The app hasn’t been binned, although the government did change direction with their original app to instead use the Google/Apple system. Read more…"
18 August 2020,You cannot catch Legionnaires’ disease from a mask,Legionnaires’ disease is a bacterial infection caught through water. Read more…
17 August 2020,"mRNA vaccines are being developed for Covid-19, but they do not change your DNA","mRNA works by instructing cells, not altering DNA. Read more…"
14 August 2020,One in six may refuse the Covid-19 vaccine,New research suggests that people were not confused by the wording of a survey last summer Read more…
13 August 2020,Can children be detained without their parents’ consent if the authorities think they have coronavirus?,"The government has said a parent, carer or legal guardian must be present for a Covid-19 screening to take place on a child under the Coronavirus Act, but the law itself doesn’t say this. Read more…"
11 August 2020,An Express headline on how many working carers fear for their job is flawed,"The poll it’s based on didn’t ask if people thought they would get sacked, it asked if they thought they would be forced to leave their jobs. Read more…"
10 August 2020,There is no proof you’re more likely to get Covid-19 if you’re tall,"It was widely reported that a survey showed men over six foot tall are more likely to be infected with coronavirus. However, the research does not prove this. Read more…"
10 August 2020,You were more likely to catch Covid-19 in Spain than the UK in late July.,A viral Facebook post claims Spain had a much lower Covid-19 death toll than the UK at the end of July. That’s correct but isn’t the best way to compare the risk of getting Covid-19 in each country. Read more…
7 August 2020,The RSPCA has said that they are worried people will abandon pets because the economic effects of Covid-19,The company said in a press release that they are worried the current economic climate would lead to more abandoned pets. Read more…
7 August 2020,Leicester residents are not being forcibly tested for coronavirus,Leicester City Council said that no one is being forced by them to take Covid-19 tests. Read more…
5 August 2020,How to check coronavirus cases near you,"Local coronavirus case data is easy to find, but needs to be read carefully Read more…"
5 August 2020,"We do not test 330,000 people a day for Covid-19","The true number of people tested for Covid-19 each day, under the Test and Trace programme for England, is about 52,000 Read more…"
5 August 2020,Why this poll gives a misleading view on how many people the public think Covid-19 has killed,"By using a mean average, the results overstated what the average Brit thinks the death rate has been. Read more…"
4 August 2020,What are the quarantine rules if you return to the UK from abroad?,Our readers have asked us to explain the guidance around self-isolating if you have visited another country. Read more…
4 August 2020,Ordinary face masks are not harmful,"Mask wearing is not harmful for most people, apart from rare instances involving tight-fitting N95 respirators. Read more…"
4 August 2020,"A baseless paper that linked skin cells, 5G and coronavirus has been retracted",The paper made claims about how 5G waves could be absorbed by skin cells and produce coronavirus but provided no credible evidence. Read more…
31 July 2020,Facebook post on lockdown rule changes are right for certain parts of England,"As of 31 July, the lockdown rules changed for people in Greater Manchester and parts of Lancashire and West Yorkshire. Read more…"
31 July 2020,Viral Facebook post incorrectly claims that a list of PPE contracts are all unfulfilled,PPE procurement is under scrutiny but claims that all these contracts were unfulfilled is not evidenced. Read more…
31 July 2020,The BBC did not say that the Bill & Melinda Gates Foundation is planning to put microchips in Covid-19 vaccines,The article in question is a speculative article on the future of travel and does not mention microchips. Read more…
30 July 2020,The evidence shows surgical masks do offer protection from Covid-19,A viral video claims surgical masks are “no good” as they don’t offer complete protection to the wearer. Evidence shows masks still have benefits. Read more…
30 July 2020,Washing your glasses with soap can help prevent fogging when wearing a mask,The soap disrupts the surface tension which causes the fogging. Read more…
29 July 2020,Misleading claims on pre-existing conditions and Covid-19 deaths go viral,A Facebook post makes a false claim about the Covid-19 death rate. Read more…
29 July 2020,Surgical masks may offer some protection to the wearer from Covid-19 and may stop them from infecting others,Masks may offer some limited protection to the wearer and are likely to protect others if the wearer is infectious. Read more…
29 July 2020,It’s not true that employees who have to quarantine cannot be ‘penalised’,Dominic Raab wrongly claimed people cannot be ‘penalised’ by employers if they have to quarantine after being abroad. Read more…
28 July 2020,You do not have to legally lower your mask for lip-readers,"Lowering your mask to assist those who lip-read is allowed, but not legally required. Read more…"
27 July 2020,Changes to government Covid-19 death data won’t make a big difference to the overall death count,The government has demanded an urgent review into the way Public Health England calculates the daily death figures from coronavirus. Read more…
27 July 2020,There is no indication that a Covid-19 vaccine will be mandatory or that those who don’t get it will have their movements restricted,A post claims that an app containing a QR code will be used to stop people entering shops or businesses if they haven’t had the vaccine. Read more…
23 July 2020,It’s incorrect to say there was no resistance to safety measures around the Blitz,There are multiple examples of people failing to follow Blitz guidance. Read more…
23 July 2020,The government was wrong on its own data on Covid-19 tests for care homes,"Boris Johnson and the Department for Health and Social Care claimed in May 125,000 staff in care settings and 118,000 care home residents had been tested for Covid-19. New data shows this incorrect. Read more…"
23 July 2020,Layla Moran’s child malnutrition figures are wrong,Three hospitals say they had far fewer child malnutrition admissions than was reported. Other questions remain unresolved. Read more…
23 July 2020,It’s not true that 58% of Covid-19 deaths in Scotland were in care homes,A widely shared Facebook post wrongly claims that 58% of Scotland’s coronavirus deaths took place in care homes. Read more…
23 July 2020,This letter claiming to be from a doctor in Surrey is full of errors,"Claims about hospital attendance figures, death certificates, and empty ambulances are all false. Read more…"
22 July 2020,When did lockdown begin in the UK?,Matt Hancock claimed lockdown began a week before Boris Johnson instructed the country to ‘stay at home’. Read more…
22 July 2020,Mirror claims NHS staff work 11 hours unpaid overtime on average but it’s probably more like two hours,NHS staff survey data suggests the average respondent in 2019 worked around two hours unpaid overtime. Even this should be taken with a pinch of salt. Read more…
17 July 2020,Cohabiting grandparents cannot bubble with a couple and their grandchildren,The Prime Minister suggested that grandparents could bubble with the household of their grandchildren. This isn’t always allowed. Read more…
17 July 2020,Mask graphic contains a number of inaccuracies,A post has claimed that Covid-19 can’t be spread person to person. This is the main way the disease spreads. Read more…
17 July 2020,Police do have legal powers to enforce face covering laws,Some police officers and groups have suggested the new mask rules may be tricky to enforce. Read more…
16 July 2020,Independent SAGE’s estimated death rate is too high,It is wrong to suggest that the government has said it would be happy for the Covid-19 death rate to remain at this level. Read more…
15 July 2020,What is the guidance on face masks?,Full Fact takes a look at the rules on wearing face coverings. Read more…
15 July 2020,Claims that Muslims caused Leicester’s Covid-19 outbreak are baseless,It is still too early to give a definitive explanation for why Leicester’s outbreak happened. Read more…
14 July 2020,Tony and Cherie Blair are not directors of a PFI consortium,There is no evidence for this claim Read more…
10 July 2020,Did the government meet its Covid-19 test targets?,"The government has often been unclear about exactly what its testing targets were. It has hit some and missed others, and announced successes without evidence that the success was real. Read more…"
10 July 2020,Government issues contradictory advice on travel quarantine,The government has given conflicting advice about who needs to quarantine after travelling home from abroad from 10 July. Read more…
10 July 2020,Increase in doctors and nurses does not include Covid-19 returners,Rises in the number of full-time doctors and nurses in the NHS do not include staff members who returned to help during the coronavirus pandemic. Read more…
9 July 2020,New data reveals PM’s testing speeds claims as wrong,"The PM claimed all tests at regional sites and mobile units were processed within 24 hours. New data shows, at the time, only 19% and 5% of tests respectively were processed within 24 hours. Read more…"
